0;0
0.02;0
0.04;0.000198957
0.06;0.003056265
0.08;0.008550841
0.1;0.018166394
0.12;0.036189001
0.14;0.0725771
0.16;0.132740095
0.18;0.2000028
0.2;0.252457386
0.22;0.277761632
0.24;0.26303795
0.26;0.202850655
0.28;0.116163125
0.3;0.027824711
0.32;0.061790727
0.34;0.14412578
0.36;0.209939184
0.38;0.265431098
0.4;0.327175514
0.42;0.400512336
0.44;0.48606635
0.46;0.572801308
0.48;0.648780201
0.5;0.716729898
0.52;0.772286292
0.54;0.807844332
0.56;0.819874019
0.58;0.806349191
0.6;0.7934869
0.62;0.80509589
0.64;0.832806662
0.66;0.861840092
0.68;0.87190916
0.7;0.855964585
0.72;0.824167143
0.74;0.768902017
0.76;0.675761826
0.78;0.544671427
0.8;0.397621878
0.82;0.264070903
0.84;0.143807816
0.86;0.044869355
0.88;0.131069517
0.9;0.246175662
0.92;0.347366578
0.94;0.429589133
0.96;0.497123493
0.98;0.566099166
1;0.638588207
1.02;0.70246296
1.04;0.76560674
1.06;0.831445978
1.08;0.882680997
1.1;0.927088323
1.12;0.984124798
1.14;1.047389019
1.16;1.104159312
1.18;1.15103097
1.2;1.198880466
1.22;1.266336677
1.24;1.343162544
1.26;1.402453804
1.28;1.435235844
1.3;1.438321083
1.32;1.414511348
1.34;1.367827187
1.36;1.288754868
1.38;1.171982733
1.4;1.028892761
1.42;0.872263548
1.44;0.697759552
1.46;0.495625436
1.48;0.2577296
1.5;0.015243664
1.52;0.286624447
1.54;0.53325712
1.56;0.751205107
1.58;0.935012061
1.6;1.080780887
1.62;1.207007905
1.64;1.334243123
1.66;1.461174123
1.68;1.584789528
1.7;1.705611801
1.72;1.813846493
1.74;1.910013489
1.76;2.010137546
1.78;2.104016963
1.8;2.156801105
1.82;2.163573675
1.84;2.159813645
1.86;2.171060236
1.88;2.191636127
1.9;2.220158878
1.92;2.258107806
1.94;2.292047226
1.96;2.316725261
1.98;2.330293878
2;2.326540241
2.02;2.313141324
2.04;2.293378639
2.06;2.257411655
2.08;2.211100536
2.1;2.161261933
2.12;2.102976797
2.14;2.031779892
2.16;1.932704344
2.18;1.779923967
2.2;1.558930158
2.22;1.291170272
2.24;1.010300696
2.26;0.730512516
2.28;0.457909154
2.3;0.188118379
2.32;0.120014761
2.34;0.428868824
2.36;0.744198666
2.38;1.054565163
2.4;1.372354886
2.42;1.677918104
2.44;1.942384395
2.46;2.18966331
2.48;2.445760714
2.5;2.696955171
2.52;2.92920055
2.54;3.143457769
2.56;3.34062594
2.58;3.521919193
2.6;3.688574798
2.62;3.829922609
2.64;3.933421426
2.66;4.0030289
2.68;4.048446161
2.7;4.078728423
2.72;4.107828747
2.74;4.140726268
2.76;4.168331422
2.78;4.183646755
2.8;4.190705929
2.82;4.179662835
2.84;4.127103195
2.86;4.023676431
2.88;3.85413721
2.9;3.60641385
2.92;3.321310181
2.94;3.057607215
2.96;2.810465805
2.98;2.535960442
3;2.237408623
3.02;1.949434841
3.04;1.676599648
3.06;1.424389112
3.08;1.218315218
3.1;1.053322754
3.12;0.898778067
3.14;0.729684065
3.16;0.538512391
3.18;0.335882071
3.2;0.21607235
3.22;0.300730334
3.24;0.454472274
3.26;0.623328564
3.28;0.804719243
3.3;1.015808411
3.32;1.255143868
3.34;1.516110158
3.36;1.803800149
3.38;2.097835104
3.4;2.369101603
3.42;2.616090772
3.44;2.862914865
3.46;3.113845973
3.48;3.338785163
3.5;3.523461986
3.52;3.662217131
3.54;3.749907436
3.56;3.791666076
3.58;3.780632787
3.6;3.717365345
3.62;3.644018116
3.64;3.583494348
3.66;3.540766764
3.68;3.521085986
3.7;3.523980194
3.72;3.540041428
3.74;3.549387609
3.76;3.539746205
3.78;3.523752278
3.8;3.501069127
3.82;3.454516467
3.84;3.386224699
3.86;3.297418769
3.88;3.179012545
3.9;3.033982673
3.92;2.868111157
3.94;2.68217745
3.96;2.47301816
3.98;2.243839592
4;2.011370765
4.02;1.774086068
4.04;1.518266071
4.06;1.242698133
4.08;0.944395189
4.1;0.628357474
