0;0
0.02;0
0.04;0
0.06;0
0.08;0.01422263
0.1;0.08538389
0.12;0.169116945
0.14;0.226552478
0.16;0.244966828
0.18;0.249641848
0.2;0.274125106
0.22;0.332344072
0.24;0.382340189
0.26;0.397313891
0.28;0.397387661
0.3;0.402945299
0.32;0.423608733
0.34;0.511583741
0.36;0.598904275
0.38;0.562821912
0.4;0.464096997
0.42;0.404478016
0.44;0.393042092
0.46;0.450502191
0.48;0.642380662
0.5;0.953749848
0.52;1.25180252
0.54;1.435602092
0.56;1.492601387
0.58;1.472602981
0.6;1.458129213
0.62;1.463993855
0.64;1.4741292
0.66;1.527169985
0.68;1.660209565
0.7;1.824824278
0.72;1.921966359
0.74;1.911395553
0.76;1.852638487
0.78;1.806656237
0.8;1.775265933
0.82;1.78642645
0.84;1.8364379
0.86;1.836588616
0.88;1.768425213
0.9;1.722007985
0.92;1.754590417
0.94;1.868534601
0.96;2.025729064
0.98;2.0985186
1;1.971967804
1.02;1.748461301
1.04;1.490215506
1.06;1.103757882
1.08;0.619896346
1.1;0.231984075
1.12;0.062603121
1.14;0.054714476
1.16;0.071839808
1.18;0.115985221
1.2;0.157514514
1.22;0.182637378
1.24;0.271600109
1.26;0.441826343
1.28;0.556029905
1.3;0.547739556
1.32;0.515176254
1.34;0.526131334
1.36;0.513383326
1.38;0.448606634
1.4;0.419221222
1.42;0.427859389
1.44;0.445232645
1.46;0.52028908
1.48;0.644939896
1.5;0.747644837
1.52;0.829745996
1.54;0.892095746
1.56;0.817057125
1.58;0.59263792
1.6;0.426643375
1.62;0.388057091
1.64;0.380790078
1.66;0.374210824
1.68;0.38336462
1.7;0.430446814
1.72;0.493836994
1.74;0.566753283
1.76;0.634044917
1.78;0.663539327
1.8;0.689732139
1.82;0.812814651
1.84;1.114426878
1.86;1.648924106
1.88;2.417129079
1.9;3.235539211
1.92;3.828379263
1.94;4.128374075
1.96;4.248942359
1.98;4.293931703
2;4.316523171
2.02;4.365000069
2.04;4.454973609
2.06;4.4869614
2.08;4.337331047
2.1;4.117745181
2.12;4.032376311
2.14;4.131935193
2.16;4.336717831
2.18;4.514106106
2.2;4.589008004
2.22;4.489434657
2.24;4.136339954
2.26;3.635376805
2.28;3.170448941
2.3;2.826898698
2.32;2.596167517
2.34;2.56224835
2.36;2.779801966
2.38;3.119525032
2.4;3.432065663
2.42;3.631658684
2.44;3.649042519
2.46;3.475020999
2.48;3.271139119
2.5;3.125791956
2.52;2.952880849
2.54;2.661403878
2.56;2.256584714
2.58;1.841978894
2.6;1.473034502
2.62;1.139961868
2.64;0.861079335
2.66;0.643376225
2.68;0.430434244
2.7;0.304587174
2.72;0.726078035
2.74;1.456734609
2.76;2.168421337
2.78;2.648319067
2.8;2.789238337
2.82;2.549707798
2.84;2.011420091
2.86;1.472869147
2.88;1.166621045
2.9;0.943816067
2.92;0.600598235
2.94;0.200581797
2.96;0.174626516
2.98;0.564463339
3;1.046331583
3.02;1.544108448
3.04;1.890150811
3.06;2.042521752
3.08;2.120274269
3.1;2.294397033
3.12;2.536301854
3.14;2.721301961
3.16;2.786685759
3.18;2.654262095
3.2;2.367292139
3.22;2.086820644
3.24;1.953943415
3.26;2.090309804
3.28;2.456693469
3.3;2.870494778
3.32;3.284413565
3.34;3.7498199
3.36;4.262623317
3.38;4.764529183
3.4;5.233588908
3.42;5.587227192
3.44;5.685476935
3.46;5.461225814
3.48;5.091505299
3.5;4.983252883
3.52;5.110995172
3.54;5.298597613
3.56;5.504923911
3.58;5.693489212
3.6;5.734742355
3.62;5.480186575
3.64;5.04124701
3.66;4.512777729
3.68;3.76105047
3.7;2.772547811
3.72;1.825777879
3.74;1.34753573
3.76;1.384987229
3.78;1.496347941
3.8;1.543071255
3.82;1.500573455
3.84;1.311436715
3.86;1.063589493
3.88;0.837941229
3.9;0.741239248
3.92;0.68884396
3.94;0.556119176
3.96;0.686184898
3.98;1.035732705
4;1.428896657
4.02;1.74756376
4.04;2.007360135
4.06;2.423315273
4.08;3.077713182
4.1;3.727656079
4.12;4.08493955
