0.0100;0.5859
0.0105;0.5915
0.0110;0.5907
0.0115;0.5522
0.0120;0.5388
0.0126;0.5626
0.0132;0.5731
0.0138;0.5783
0.0145;0.5802
0.0151;0.5815
0.0158;0.5824
0.0166;0.5834
0.0174;0.5843
0.0182;0.5852
0.0191;0.5863
0.0200;0.5874
0.0209;0.5886
0.0219;0.5897
0.0229;0.5909
0.0240;0.5921
0.0251;0.5933
0.0263;0.5951
0.0275;0.5966
0.0288;0.5979
0.0302;0.6027
0.0316;0.6092
0.0331;0.6171
0.0347;0.6258
0.0363;0.6683
0.0380;0.7398
0.0398;0.7185
0.0417;0.7301
0.0437;0.7554
0.0457;0.7760
0.0479;0.8113
0.0501;0.8736
0.0525;0.8878
0.0550;0.9728
0.0575;1.1121
0.0603;1.3354
0.0631;1.3300
0.0661;1.2196
0.0692;1.2486
0.0724;1.4682
0.0759;1.7275
0.0794;1.7074
0.0832;1.6971
0.0871;1.5282
0.0912;1.5387
0.0955;1.7088
0.1000;1.6525
0.1047;1.5251
0.1096;1.1811
0.1148;1.5025
0.1202;1.6503
0.1259;1.5631
0.1318;1.5650
0.1380;1.6159
0.1445;1.7264
0.1514;1.7970
0.1585;1.7000
0.1660;1.6875
0.1738;1.6908
0.1820;1.6988
0.1905;1.6555
0.1995;1.6524
0.2089;1.6125
0.2188;1.7630
0.2291;1.8431
0.2399;1.6585
0.2512;1.6342
0.2630;1.8225
0.2754;1.8336
0.2884;1.6632
0.3020;1.7010
0.3162;1.7086
0.3311;1.7731
0.3467;1.7007
0.3631;1.7214
0.3802;1.7376
0.3981;1.6367
0.4169;1.6919
0.4365;1.6292
0.4571;1.4885
0.4786;1.3173
0.5012;1.3305
0.5248;1.2328
0.5495;1.1458
0.5754;1.1191
0.6026;1.0783
0.6310;1.0228
0.6607;1.0095
0.6918;1.0337
0.7244;0.9246
0.7586;0.8579
0.7943;0.7946
0.8318;0.7900
0.8710;0.7542
0.9120;0.7851
0.9550;0.7474
1.0000;0.7156
1.0471;0.6426
1.0965;0.7072
1.1482;0.6064
1.2023;0.5765
1.2589;0.5698
1.3183;0.5103
1.3804;0.5129
1.4454;0.4783
1.5136;0.4586
1.5849;0.4146
1.6596;0.3881
1.7378;0.3986
1.8197;0.3612
1.9055;0.3411
1.9953;0.3405
2.0893;0.3449
2.1878;0.3124
2.2909;0.3008
2.3988;0.2814
2.5119;0.2787
2.6303;0.2456
2.7542;0.2327
2.8840;0.2053
3.0200;0.1934
3.1623;0.1910
3.3113;0.1749
3.4674;0.1469
3.6308;0.1398
3.8019;0.1287
3.9811;0.1165
4.1687;0.1016
4.3652;0.0901
4.5709;0.0836
4.7863;0.0798
5.0119;0.0743
5.2481;0.0660
5.4954;0.0565
5.7544;0.0512
6.0256;0.0549
6.3096;0.0536
6.6069;0.0429
6.9183;0.0438
7.2444;0.0366
7.5858;0.0410
7.9433;0.0440
8.3176;0.0412
8.7096;0.0385
9.1201;0.0361
9.5499;0.0312
10.0000;0.0246
