0.0100,1.0158
0.0105,1.0194
0.0110,1.0168
0.0115,1.0048
0.0120,1.0018
0.0126,1.0026
0.0132,1.0135
0.0138,1.0284
0.0145,1.0327
0.0151,1.0368
0.0158,1.0290
0.0166,1.0081
0.0174,1.0015
0.0182,0.9999
0.0191,1.0058
0.0200,1.0145
0.0209,1.0238
0.0219,1.0315
0.0229,1.0337
0.0240,1.0255
0.0251,1.0222
0.0263,1.0154
0.0275,0.9186
0.0288,0.9277
0.0302,1.0041
0.0316,0.9675
0.0331,0.9432
0.0347,0.9411
0.0363,0.9623
0.0380,0.9905
0.0398,1.0186
0.0417,1.0485
0.0437,1.0791
0.0457,1.1178
0.0479,1.1350
0.0501,1.1306
0.0525,1.1404
0.0550,1.0553
0.0575,0.9333
0.0603,1.0541
0.0631,1.1691
0.0661,1.4847
0.0692,1.6444
0.0724,1.4995
0.0759,1.5967
0.0794,1.6904
0.0832,1.4412
0.0871,1.5116
0.0912,1.8096
0.0955,1.8732
0.1000,1.7668
0.1047,1.7905
0.1096,1.7614
0.1148,1.6787
0.1202,1.7698
0.1259,1.6694
0.1318,1.5991
0.1380,1.7697
0.1445,1.6272
0.1514,1.6606
0.1585,1.7903
0.1660,1.8968
0.1738,1.9708
0.1820,1.7467
0.1905,1.5701
0.1995,1.7139
0.2089,1.7796
0.2188,1.8136
0.2291,1.7038
0.2399,1.8844
0.2512,1.7343
0.2630,1.4686
0.2754,1.5865
0.2884,1.7562
0.3020,1.9371
0.3162,1.8713
0.3311,1.7082
0.3467,1.8257
0.3631,1.7487
0.3802,1.8072
0.3981,1.8021
0.4169,1.6756
0.4365,1.5545
0.4571,1.5903
0.4786,1.5501
0.5012,1.3512
0.5248,1.3816
0.5495,1.3007
0.5754,1.1494
0.6026,1.1436
0.6310,1.1169
0.6607,1.0586
0.6918,0.9870
0.7244,0.9437
0.7586,0.9341
0.7943,0.8560
0.8318,0.8695
0.8710,0.8010
0.9120,0.7576
0.9550,0.6448
1.0000,0.7191
1.0471,0.6877
1.0965,0.6384
1.1482,0.5925
1.2023,0.5887
1.2589,0.5788
1.3183,0.4946
1.3804,0.5054
1.4454,0.4903
1.5136,0.4720
1.5849,0.4462
1.6596,0.4363
1.7378,0.4256
1.8197,0.3933
1.9055,0.3578
1.9953,0.3490
2.0893,0.3272
2.1878,0.3141
2.2909,0.2994
2.3988,0.2941
2.5119,0.2878
2.6303,0.2694
2.7542,0.2436
2.8840,0.2180
3.0200,0.1939
3.1623,0.1702
3.3113,0.1477
3.4674,0.1331
3.6308,0.1247
3.8019,0.1182
3.9811,0.1128
4.1687,0.1085
4.3652,0.0972
4.5709,0.0874
4.7863,0.0802
5.0119,0.0768
5.2481,0.0705
5.4954,0.0623
5.7544,0.0531
6.0256,0.0437
6.3096,0.0373
6.6069,0.0395
6.9183,0.0379
7.2444,0.0349
7.5858,0.0325
7.9433,0.0299
8.3176,0.0275
8.7096,0.0286
9.1201,0.0243
9.5499,0.0240
10.0000,0.0232
