0;0
0;0
0;0
0;0
-0.002305;-0.0158
-0.013925;-0.0956
-0.027802;-0.1909
-0.037618;-0.2582
-0.041152;-0.2825
-0.042414;-0.2911
-0.046814;-0.3213
-0.05666;-0.3888
-0.065206;-0.4473
-0.068108;-0.4672
-0.068533;-0.4701
-0.069766;-0.4785
-0.073409;-0.5034
-0.088111;-0.6039
-0.102903;-0.7047
-0.097566;-0.6681
-0.081737;-0.5594
-0.072003;-0.4925
-0.070196;-0.4801
-0.079923;-0.5466
-0.111859;-0.7643
-0.163828;-1.1158
-0.214433;-1.4535
-0.246756;-1.6663
-0.258104;-1.7404
-0.256624;-1.7302
-0.255685;-1.7238
-0.257607;-1.7363
-0.2602;-1.7532
-0.270818;-1.8222
-0.29636;-1.9868
-0.328646;-2.1921
-0.350085;-2.3267
-0.352709;-2.343
-0.34631;-2.2991
-0.340903;-2.2619
-0.337752;-2.2403
-0.342775;-2.2718
-0.356196;-2.3557
-0.361998;-2.3917
-0.355505;-2.3471
-0.349715;-2.3074
-0.353722;-2.3324
-0.369153;-2.4282
-0.391309;-2.5644
-0.399941;-2.617
-0.378034;-2.4665
-0.343921;-2.2323
-0.307394;-1.9814
-0.251942;-1.6006
-0.180193;-1.1078
-0.121171;-0.7025
-0.092013;-0.5022
-0.083575;-0.4443
-0.080711;-0.4246
-0.075367;-0.3879
-0.072903;-0.371
-0.074241;-0.3802
-0.062468;-0.2993
-0.035861;-0.1166
-0.018162;0.005
-0.019891;-0.0069
-0.024904;-0.0413
-0.022382;-0.024
-0.024033;-0.0353
-0.035156;-0.1117
-0.040418;-0.1479
-0.03886;-0.1372
-0.036149;-0.1185
-0.021721;-0.0195
0.001663;0.1411
0.019734;0.2651
0.033706;0.3609
0.045218;0.4397
0.03529;0.3715
-0.000159;0.1281
-0.031539;-0.0874
-0.038382;-0.1344
-0.025535;-0.0462
-0.012697;0.042
-0.012717;0.0419
-0.019135;-0.0022
-0.025178;-0.0437
-0.033116;-0.0982
-0.04127;-0.1542
-0.043888;-0.1722
-0.047237;-0.1952
-0.068649;-0.3421
-0.121129;-0.7008
-0.214667;-1.3319
-0.354848;-2.2419
-0.51774;-3.2192
-0.651329;-3.9404
-0.72956;-4.3262
-0.766694;-4.4996
-0.782559;-4.5719
-0.789544;-4.6033
-0.800596;-4.6526
-0.821989;-4.7466
-0.83172;-4.7886
-0.811923;-4.6526
-0.782345;-4.4495
-0.774135;-4.3931
-0.80043;-4.5156
-0.849838;-4.7372
-0.894389;-4.9279
-0.916156;-5.0178
-0.904849;-4.9402
-0.852264;-4.579
-0.772699;-4.0326
-0.693813;-3.4909
-0.627841;-3.0378
-0.574683;-2.6727
